0.197350372,0.206696243,0.022531317,7.84929E-05,0.119521464,0.064911073,0.002080775,0.000483427,3.80909E-05,0.00141846,8.13576E-05,0.000351623,0.00040238,0.001256423,0.001987422,0.00110287,0,0.007926162,0,0.729803495,0.018425386,0.000432523,2.11001E-05,4.16542E-06,0.000288697,0.000795095,0,2.58202E-05,0.001300739,0.000234677,0.000962828,0.002265737,9.09742E-05,0.006195637,0.000621709,0.000960337,0.00221704
0.027999025,0.135194856,0.006047225,0.018806907,0.037621393,0.033625932,0.015870173,0.00703655,0.006132632,0.00932131,0.004347546,0.00408762,0.009890087,0.009536254,0.017029896,0.023463564,0.00535513,0.035301596,0.022903287,0.012729741,0.027993485,0.024404789,0.019786889,0.04704422,0.022349398,0.005991137,0.004400135,0.08694573,0.004429608,0.037544107,0.005794676,0.065970263,0.010457948,0.019446161,0.055396065,0.053027643,0.013194348
0.015038333,0.042052269,0.000264689,0.002040816,0.004137931,0.002897303,0.00225133,0.001363512,0.000749121,0.001375038,0.000727133,0.00058787,0.00141892,0.001570529,0.002208011,0.001792164,0.000751597,0.004779838,0.003683415,0.0191051,0.003164113,0.002536158,0.002462501,0.005981539,0.009384423,0.003051411,0.003015592,0.127545058,0.000833305,0.002153998,0.000967255,0.004194799,0.000985384,0.003994754,0.006747367,0.003991078,0.012111931
0.000880541,0,0.056446879,0.340596546,0.005840957,0.002105565,0.001266373,0.003863285,0.003872573,0.00371984,0.006362841,0.001664716,0.148605434,0.014762976,0.001001135,0.00140616,0.000281849,0.045295803,9.44465E-05,0,0.000496899,0.009567936,0.004256006,0.002729737,0.004599793,0.004019354,8.4536E-05,0.006617464,0.000885922,1.2572E-05,0.001808346,0.000254782,0.001864461,0.001349172,0.00501024,0.003074627,0.002203118
0.008270537,0.000375873,0.083800252,0.013359498,0.206558761,0.012576018,0.006067506,0.009387576,0.00187915,0.025358595,0.012612121,0.001999857,0.007899363,0.010277544,0.011481234,0.004880201,0,0.003081949,4.72233E-05,0.00352858,0.005668664,0.011042446,0.000418278,0.002386784,0.000558031,0.005863496,9.59022E-05,0.000492249,0.004942317,0.000331062,0.002939393,0.000673352,0.004645819,0.001145665,0.001069705,0.006002107,0.004141724
0.026332546,1.70852E-05,0.006098328,0.007488226,0.011794511,0.439604131,0.323522138,0.131215344,0.030053708,0.226548365,0.089140796,0.052633603,0.081852644,0.079292885,0.010656146,0.010063691,0,0.005399446,0.000779184,0.000117479,0.000113641,0.009397548,0.001586228,0.001103836,0.001851888,0.000918747,7.10387E-07,0.002898524,0.001780409,0.00019277,0.001648982,0.001046425,0.000404784,0.001816483,0.000155427,0.000325275,0.0012634
0.031379284,0.002500128,0.110083076,0.043783359,0.044320901,0.031640849,0.178861373,0.118377668,0.042979215,0.121495462,0.08345763,0.067989649,0.06918825,0.071754344,0.036040851,0.021230252,0.018883878,0.049842281,0.036314696,0.001430732,0.024254484,0.047826571,0.003958123,0.004130705,0.010085042,0.021458269,0.000318964,0.003550692,0.008795587,0.004735444,0.011480896,0.004203898,0.00282429,0.005268553,0.009435342,0.009050919,0.012038842
0.077025517,0.006845453,0.043145605,0.010125589,0.002631949,0.008760757,0.018283531,0.149965706,0.002831422,0.02537307,0.049312867,0.026020119,0.001673055,0.015177595,0.009092934,0.00093744,0.001221345,0.009020536,0.029727049,0.000513973,0.014920351,0.010242934,0.003479027,0.00243538,0.008234915,0.004162949,0.000644321,0.001605849,0.005196836,0.002275527,0.012895258,0.011028408,0.001813352,0.001303948,0.000777136,0.001840646,0.02206947
0.001699226,0.00052964,0.00767991,0.015243328,0.018465869,0.012983362,0.025544924,0.041934204,0.293680722,0.078087684,0.042850024,0.102503667,0.026790063,0.038697843,0.005682288,0.021395682,0.009207065,0.009133192,0.040399509,0.001195773,0.013848564,0.016678354,0.016701316,0.006914592,0.001278014,0.040462113,0.001986952,0.001161908,0.020658861,0.036819123,0.010391904,0.008389598,0.009716866,0.001771259,0.002633119,0.000286552,0.016354587
0.003212884,0.000136681,0.055056607,0.025839874,0.002237861,0.012971888,0.012360997,0.063940468,0.018943867,0.133740538,0.013593497,0.014064929,0.002202503,0.016848639,0.002076506,0.001792164,0.000469748,0.004031479,0.002975066,0.000348243,0.002317378,0.008991238,0.000495231,0.001370422,0.00171282,0.010615454,0.000187542,0.001860719,0.008374652,0.000528023,0.007521127,0.004777157,0.002334665,0.003165654,0.006217086,0.002199482,0.011823054
0.007455491,0.000216412,0.002834268,0.012135008,0.008430683,0.004193919,0.00547909,0.057974068,0.003225028,0.004776448,0.399647111,0.023674133,0.007242847,0.007664183,0.005756525,0.00204031,9.39496E-05,0.008730848,0.005076502,0.000484603,0.002985853,0.003433971,0.008929048,0.015809146,0.013338168,0.002500961,7.31698E-05,0.000659664,0.004264416,0.003637491,0.019380514,0.002293035,0.003288361,0.004967062,0.001343988,0.001907766,0.050647362
0.000134628,0,1.04827E-05,0.001051805,0,0,0.000238777,0.000603251,0,0,0.000625436,0.40654239,0,0,0,0,0,0,0,0,0,0,2.35824E-05,0.000165228,0.010746934,7.97755E-06,0,0,0.000460092,2.93346E-05,0.000278888,0,3.06655E-06,0,0,0,0.002721704
0,0,0.023261177,0.009466248,0,0,0,0.001309798,0.000558666,5.78963E-05,8.47475E-05,0.00117574,0.080899638,0.00459851,0,0,0,0,0,0,0,0.002188829,0.000685131,0.002618659,2.81656E-05,0.0010065,0,0.003271668,0.000406251,3.35253E-05,2.2134E-06,0,0.000499847,0.003459608,3.65711E-05,0.000950011,0.000863149
0.000302004,0,0.001192411,0.000361068,0.002561576,0.000321285,0.000234514,0.008999182,1.2697E-05,0.01003054,0.003374645,0.000477988,0.000317669,0.078011333,6.57525E-05,0.003722187,0.015313792,0,0.000165281,2.30763E-05,0.001160917,0.000655338,0.001607328,0.002557566,0.001029804,0.000511893,0.000226613,0.000562214,0.002975914,0.000104766,0.004761019,0.004922747,0.039042256,0.005472059,0.000548566,0.001690916,0.004917862
0,0,0,0.000565149,0.003068262,3.44234E-05,0,0,0,0,0,0,0,6.28212E-05,0.37389626,0.000275718,0.074314168,0.010356315,0.012962788,0.000816063,0.01010065,0.000845386,0.002929184,0.008382208,0.002673971,0.000159551,0,0,0.007066571,0.000435828,0,0.045314746,0.023867959,0.049745994,0.067281671,0.148545038,0.010500487
7.2772E-06,0,0.00253551,0.009434851,0.006066151,0,0,0.004392163,0,1.44741E-05,0.007771345,0.004170032,0.059997035,0.027251825,0.000386031,0.252364278,0.159338595,0.027125982,0.008452966,0.000249644,2.00542E-05,0.016553839,0.003294091,0.008051751,0.000526345,0.000284532,0,0.000350655,0.000429501,3.77159E-05,0.000768049,0.00055506,0.004579377,0.003572667,0.017508411,0.000846749,0.004079076
0,7.40357E-05,0,0,1.40746E-05,0,0,0,0,0,0.003255998,0,0,0.000816675,2.33315E-05,0.017342634,0.23149192,0,0.027790895,0.000258035,0,6.55338E-06,0.001009079,0.001675886,0,0.003075344,0,9.57846E-05,5.50642E-05,6.70505E-05,0.000980535,0.001173816,0.001405501,0.001974765,0.000201141,0.0005318,0.008179034
